DATE,Actual,Prediction
2020-02-21,3337.75,3347.031042
2020-02-24,3225.89,3241.668892
2020-02-25,3128.21,3135.75306
2020-02-26,3116.39,3118.316822
2020-02-27,2978.76,2987.983164
2020-02-28,2954.22,2960.972648
2020-03-02,3090.23,3081.950716
2020-03-03,3003.37,3007.790738
2020-03-04,3130.12,3117.036216
2020-03-05,3023.94,3023.246763
2020-03-06,2972.37,2967.325943
2020-03-09,2746.56,2741.420869
2020-03-10,2882.23,2868.052051
2020-03-11,2741.38,2745.359091
2020-03-12,2480.64,2481.98069
2020-03-13,2711.02,2705.592811
2020-03-16,2386.13,2393.123816
2020-03-17,2529.19,2527.417292
2020-03-18,2398.1,2390.139529
2020-03-19,2409.39,2417.53173
2020-03-20,2304.92,2303.760058
2020-03-23,2237.4,2236.705264
2020-03-24,2447.33,2437.94906
2020-03-25,2475.56,2476.11652
2020-03-26,2630.07,2621.703161
2020-03-27,2541.47,2530.653243
2020-03-30,2626.65,2631.304401
2020-03-31,2584.59,2596.185953
2020-04-01,2470.5,2475.157464
2020-04-02,2526.9,2539.375355
2020-04-03,2488.65,2492.115923
2020-04-06,2663.68,2674.759844
2020-04-07,2659.41,2667.448253
2020-04-08,2749.98,2745.093546
2020-04-09,2789.82,2792.8782
2020-04-13,2761.63,2749.9157
2020-04-14,2846.06,2842.883947
2020-04-15,2783.36,2785.528029
2020-04-16,2799.55,2790.008805
2020-04-17,2874.56,2865.746291
2020-04-20,2823.16,2821.088062
2020-04-21,2736.56,2744.397761
2020-04-22,2799.31,2792.585675
2020-04-23,2797.8,2789.942733
2020-04-24,2836.74,2848.749764
2020-04-27,2878.48,2874.43651
2020-04-28,2863.39,2866.980826
2020-04-29,2939.51,2951.785263
2020-04-30,2912.43,2922.764344
2020-05-01,2830.71,2819.499255
2020-05-04,2842.74,2833.184467
2020-05-05,2868.44,2860.411956
2020-05-06,2848.42,2854.355761
2020-05-07,2881.19,2884.092043
2020-05-08,2929.8,2931.630934
2020-05-11,2930.32,2926.49531
2020-05-12,2870.12,2876.024121
2020-05-13,2820,2818.53592
2020-05-14,2852.5,2861.843117
2020-05-15,2863.7,2853.597886
2020-05-18,2953.91,2959.689487
2020-05-19,2922.94,2925.183368
2020-05-20,2971.61,2983.574838
2020-05-21,2948.51,2941.593167
2020-05-22,2955.45,2960.262939
2020-05-26,2991.77,2992.727774
2020-05-27,3036.13,3040.666163
2020-05-28,3029.73,3035.01286
2020-05-29,3044.31,3051.472646
2020-06-01,3055.73,3048.355461
2020-06-02,3080.82,3072.871699
2020-06-03,3122.87,3126.468506
2020-06-04,3112.35,3107.436685
2020-06-05,3193.93,3182.207449
2020-06-08,3232.39,3226.191009
2020-06-09,3207.18,3204.589981
2020-06-10,3190.14,3204.757993
2020-06-11,3002.1,2999.98855
2020-06-12,3041.31,3028.076677
2020-06-15,3066.59,3062.31133
2020-06-16,3124.74,3115.158071
2020-06-17,3113.49,3106.618811
2020-06-18,3115.34,3102.615467
2020-06-19,3097.74,3083.485303
2020-06-22,3117.86,3132.836016
2020-06-23,3131.29,3139.516945
2020-06-24,3050.33,3054.999888
2020-06-25,3083.76,3081.564699
2020-06-26,3009.05,3015.845731
2020-06-29,3053.24,3065.000369
2020-06-30,3100.29,3093.526152
2020-07-01,3115.86,3131.154066
2020-07-02,3130.01,3141.318422
2020-07-06,3179.72,3183.259783
2020-07-07,3145.32,3151.753409
2020-07-08,3169.94,3165.401526
2020-07-09,3152.05,3143.880191
2020-07-10,3185.04,3192.014149
2020-07-13,3155.22,3162.473568
2020-07-14,3197.52,3199.69377
2020-07-15,3226.56,3214.025971
2020-07-16,3215.57,3223.867777
2020-07-17,3224.73,3211.166351
2020-07-20,3251.84,3258.027657
2020-07-21,3257.3,3258.789401
2020-07-22,3276.02,3283.865888
2020-07-23,3235.66,3223.272896
2020-07-24,3215.63,3208.806451
2020-07-27,3239.41,3249.115434
2020-07-28,3218.44,3202.41509
2020-07-29,3258.44,3244.438688
2020-07-30,3246.22,3240.045078
2020-07-31,3271.12,3267.447031
2020-08-03,3294.61,3303.0801
2020-08-04,3306.51,3309.765386
2020-08-05,3327.77,3340.115026
2020-08-06,3349.16,3334.942737
2020-08-07,3351.28,3351.059193
2020-08-10,3360.47,3360.047364
2020-08-11,3333.69,3348.950252
2020-08-12,3380.35,3366.478757
2020-08-13,3373.43,3367.749612
2020-08-14,3372.85,3378.24475
2020-08-17,3381.99,3387.89874
2020-08-18,3389.78,3381.253025
2020-08-19,3374.85,3361.96472
2020-08-20,3385.51,3398.574815
2020-08-21,3397.16,3401.876385
2020-08-24,3431.28,3443.437124
2020-08-25,3443.62,3455.646505
2020-08-26,3478.73,3487.43187
2020-08-27,3484.55,3483.224228
2020-08-28,3508.01,3516.234341
2020-08-31,3500.31,3485.196244
2020-09-01,3526.65,3534.317686
2020-09-02,3580.84,3566.970605
2020-09-03,3455.06,3457.282177
2020-09-04,3426.96,3412.039352
2020-09-08,3331.84,3334.232485
2020-09-09,3398.96,3389.044449
2020-09-10,3339.19,3328.510485
2020-09-11,3340.97,3324.862302
2020-09-14,3383.54,3396.642746
2020-09-15,3401.2,3407.193642
2020-09-16,3385.49,3384.796735
2020-09-17,3357.01,3349.689658
2020-09-18,3319.47,3328.646672
2020-09-21,3281.06,3283.797105
2020-09-22,3315.57,3328.482007
2020-09-23,3236.92,3235.6115
2020-09-24,3246.59,3255.915406
2020-09-25,3298.46,3296.05334
2020-09-28,3351.6,3345.61608
2020-09-29,3335.47,3325.971981
2020-09-30,3363,3351.907822
2020-10-01,3380.8,3386.879272
2020-10-02,3348.44,3356.09466
2020-10-05,3408.63,3425.64934
2020-10-06,3360.95,3373.68188
2020-10-07,3419.45,3423.849523
2020-10-08,3446.83,3440.784292
2020-10-09,3477.13,3483.857719
2020-10-13,3511.93,3520.324236
2020-10-14,3488.67,3502.730403
2020-10-15,3483.34,3469.956957
2020-10-16,3483.81,3475.399139
2020-10-19,3426.92,3442.750751
2020-10-20,3443.12,3452.798204
2020-10-21,3435.56,3418.71789
2020-10-22,3453.49,3445.209917
2020-10-23,3465.39,3480.032945
2020-10-26,3400.97,3384.29801
2020-10-27,3390.68,3398.643723
2020-10-28,3271.03,3264.581085
2020-10-29,3310.11,3321.64022
2020-10-30,3269.96,3277.459396
2020-11-02,3310.24,3319.083785
2020-11-03,3369.16,3352.325446
2020-11-04,3443.44,3443.813797
2020-11-05,3510.45,3502.952477
2020-11-06,3509.44,3517.095982
2020-11-09,3550.5,3557.82734
